monthly_rent,location,property_type,rooms,size,furnished,region,Gymnasium,Air-Cond,Washing Machine,Swimming Pool,location_bin
900,Semenyih,Apartment,3,753,1,Selangor,0,0,0,0,1
1049,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
1000,Balakong,Apartment,3,1100,1,Selangor,0,1,1,0,2
950,Puchong,Condominium,2,660,1,Selangor,0,0,0,0,2
1300,Subang Jaya,Apartment,3,928,2,Selangor,1,1,1,1,3
2500,Glenmarie,Condominium,2,936,1,Selangor,1,0,0,1,5
950,Shah Alam,Apartment,3,750,1,Selangor,0,0,0,0,3
1000,Seri Kembangan,Service Residence,1,450,2,Selangor,0,0,0,0,2
1850,Puchong,Service Residence,3,990,1,Selangor,1,1,0,1,2
810,Klang,Flat,3,650,1,Selangor,0,0,0,0,3
799,Damansara Perdana,Condominium,3,850,0,Selangor,0,0,0,0,3
1500,Petaling Jaya,Condominium,3,1100,2,Selangor,1,1,1,1,3
1400,Gombak,Condominium,3,1100,0,Selangor,1,0,0,1,4
1500,Gombak,Condominium,3,1338,0,Selangor,1,0,0,1,4
1800,Gombak,Condominium,3,1338,1,Selangor,1,0,0,1,4
1600,Gombak,Condominium,3,1100,1,Selangor,1,0,0,1,4
700,Cheras,Apartment,2,600,1,Selangor,0,0,0,0,3
1900,Kajang,Service Residence,3,1163,2,Selangor,1,1,1,1,2
1799,Seri Kembangan,Condominium,3,1060,2,Selangor,1,1,1,1,2
1499,Seri Kembangan,Condominium,3,1060,1,Selangor,1,1,0,1,2
1300,Setia Alam,Studio,1,488,2,Selangor,0,1,1,1,4
1399,Puchong South,Service Residence,3,1018,1,Selangor,1,1,0,1,2
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
700,Cyberjaya,Condominium,1,450,0,Selangor,1,0,0,1,3
2000,Ara Damansara,Service Residence,1,680,2,Selangor,1,1,1,1,6
1350,Kota Damansara,Condominium,3,900,1,Selangor,0,0,0,0,5
700,Petaling Jaya,Apartment,3,700,0,Selangor,0,0,0,0,3
1100,Cheras,Apartment,3,872,1,Selangor,0,1,1,1,3
900,Rawang,Apartment,3,850,2,Selangor,0,1,0,1,1
900,Kajang,Condominium,2,587,0,Selangor,1,0,0,1,2
1350,Seri Kembangan,Condominium,3,854,1,Selangor,1,1,0,1,2
2400,Kota Damansara,Service Residence,3,1260,2,Selangor,0,1,1,0,5
750,Kajang,Condominium,3,1008,0,Selangor,0,0,0,1,2
1000,Kajang,Apartment,3,1028,1,Selangor,1,0,0,1,2
900,Bangi,Others,3,1014,0,Selangor,0,0,0,0,2
1000,Puchong,Apartment,3,650,1,Selangor,0,0,0,0,2
450,Rawang,Flat,3,650,0,Selangor,0,0,0,0,1
900,Puchong,Condominium,3,975,0,Selangor,1,0,0,1,2
1450,Shah Alam,Condominium,3,1250,1,Selangor,1,1,0,1,3
700,Cheras,Flat,3,650,1,Selangor,0,0,0,0,3
1400,Cyberjaya,Service Residence,3,1000,2,Selangor,1,0,0,1,3
1600,Kota Kemuning,Condominium,1,731,2,Selangor,1,1,1,1,6
1300,Semenyih,Service Residence,3,823,1,Selangor,0,0,0,1,1
1700,Sepang,Service Residence,3,926,1,Selangor,1,0,0,1,2
2500,Kota Damansara,Service Residence,3,1255,2,Selangor,1,1,1,1,5
2500,Seri Kembangan,Condominium,3,1300,2,Selangor,0,1,0,1,2
1800,Petaling Jaya,Condominium,3,1148,1,Selangor,1,0,0,1,3
1700,Shah Alam,Service Residence,2,945,1,Selangor,1,1,1,1,3
850,Damansara Damai,Apartment,3,700,1,Selangor,0,0,0,0,2
2000,Shah Alam,Condominium,3,1400,2,Selangor,1,1,1,1,3
1000,Subang Jaya,Apartment,3,800,1,Selangor,0,0,0,0,3
2300,Cyberjaya,Service Residence,3,990,2,Selangor,1,0,0,1,3
1700,Shah Alam,Service Residence,2,945,1,Selangor,1,1,1,1,3
2700,Petaling Jaya,Condominium,2,1200,2,Selangor,1,1,1,1,3
850,Semenyih,Service Residence,3,1100,0,Selangor,1,0,0,1,1
1300,Kajang,Condominium,2,590,2,Selangor,1,1,1,1,2
1400,Sepang,Condominium,2,807,1,Selangor,1,1,1,1,2
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
850,Rawang,Apartment,3,850,0,Selangor,0,0,0,0,1
1000,Cheras,Apartment,3,1017,0,Selangor,0,0,0,1,3
1400,Petaling Jaya,Service Residence,1,471,0,Selangor,0,0,0,1,3
1400,Gombak,Condominium,3,1338,1,Selangor,1,0,0,1,4
1000,Cheras,Apartment,3,1100,1,Selangor,0,0,0,0,3
1500,Ampang,Condominium,3,1200,1,Selangor,1,1,0,1,3
900,Putra Heights,Apartment,3,660,1,Selangor,0,0,0,0,2
2100,Kota Damansara,Service Residence,3,1250,2,Selangor,0,1,0,0,5
1000,Seri Kembangan,Apartment,3,1098,1,Selangor,1,0,0,1,2
1399,Cheras,Condominium,3,1087,2,Selangor,0,0,0,0,3
750,Petaling Jaya,Apartment,3,780,0,Selangor,0,0,0,0,3
700,Puchong,Flat,3,650,0,Selangor,0,0,0,0,2
1800,Setia Alam,Apartment,3,920,2,Selangor,1,1,1,1,4
1350,Setia Alam,Apartment,3,700,2,Selangor,0,0,0,1,4
1800,Setia Alam,Apartment,3,920,2,Selangor,1,1,1,1,4
2100,Setia Alam,Service Residence,3,1014,0,Selangor,0,0,0,0,4
920,Kota Damansara,Flat,3,850,1,Selangor,0,1,0,0,5
1350,Seri Kembangan,Service Residence,1,480,2,Selangor,1,1,1,1,2
1900,Seri Kembangan,Service Residence,2,996,2,Selangor,1,1,1,1,2
1100,Setia Alam,Apartment,3,900,1,Selangor,0,0,0,0,4
1200,Sepang,Apartment,3,720,1,Selangor,0,0,0,0,2
650,Rawang,Apartment,3,784,0,Selangor,0,0,0,0,1
2100,Damansara Damai,Condominium,3,1224,2,Selangor,1,0,0,0,2
1080,Cheras,Apartment,3,850,0,Selangor,1,1,1,1,3
1800,Bandar Kinrara,Service Residence,2,861,1,Selangor,0,1,0,1,3
1450,Damansara Damai,Condominium,3,900,1,Selangor,1,0,0,0,2
1600,Damansara Damai,Condominium,3,1200,1,Selangor,0,0,0,0,2
1300,Petaling Jaya,Condominium,3,1012,1,Selangor,0,0,0,0,3
1400,Damansara Damai,Service Residence,3,1050,0,Selangor,1,1,0,1,2
850,Damansara Damai,Service Residence,3,675,0,Selangor,1,0,0,1,2
850,Damansara Damai,Apartment,3,657,0,Selangor,0,0,0,0,2
700,Damansara Damai,Apartment,3,675,0,Selangor,0,0,0,0,2
2100,Petaling Jaya,Condominium,3,855,1,Selangor,1,1,1,1,3
1650,Petaling Jaya,Condominium,2,709,1,Selangor,1,1,1,1,3
1300,Puchong,Service Residence,2,818,1,Selangor,1,1,1,1,2
1800,Puchong,Condominium,3,970,1,Selangor,1,1,1,1,2
1800,Shah Alam,Condominium,4,1400,2,Selangor,1,0,0,1,3
1000,Shah Alam,Apartment,3,850,1,Selangor,0,0,1,1,3
750,Kajang,Apartment,3,850,0,Selangor,0,0,0,1,2
800,Puchong,Apartment,3,800,0,Selangor,0,0,0,0,2
650,Puchong,Apartment,3,678,0,Selangor,0,0,0,0,2
1300,Kajang,Condominium,3,1101,1,Selangor,1,1,0,1,2
1500,Kajang,Condominium,4,1290,1,Selangor,0,1,0,1,2
850,Kajang,Condominium,3,880,1,Selangor,1,0,0,1,2
1400,Cyberjaya,Condominium,3,1050,2,Selangor,1,1,1,1,3
850,Klang,Apartment,3,870,0,Selangor,0,0,0,0,3
2100,Seri Kembangan,Service Residence,2,996,2,Selangor,1,1,1,1,2
1300,Subang Jaya,Apartment,3,1073,1,Selangor,0,1,0,1,3
1200,Kajang,Condominium,3,1082,1,Selangor,1,0,0,1,2
700,Shah Alam,Flat,1,625,0,Selangor,0,0,0,0,3
1600,Petaling Jaya,Service Residence,2,750,2,Selangor,0,1,1,0,3
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
995,Rawang,Apartment,3,850,2,Selangor,0,1,1,0,1
1200,Semenyih,Condominium,2,823,1,Selangor,0,0,0,0,1
1250,Kajang,Apartment,3,903,2,Selangor,0,1,0,0,2
650,Semenyih,Apartment,3,750,0,Selangor,0,0,0,0,1
1500,Batu Caves,Service Residence,3,1012,2,Selangor,1,1,1,1,2
650,Puncak Alam,Apartment,3,720,0,Selangor,0,0,0,1,1
1250,Petaling Jaya,Apartment,3,850,1,Selangor,1,1,0,1,3
1300,Seri Kembangan,Service Residence,3,750,2,Selangor,1,1,1,0,2
1500,Bangi,Condominium,2,655,1,Selangor,0,0,0,0,2
700,Shah Alam,Apartment,3,650,0,Selangor,0,0,0,0,3
1200,Setia Alam,Studio,1,486,2,Selangor,1,1,0,1,4
1300,Shah Alam,Service Residence,2,850,0,Selangor,1,0,0,1,3
1100,Batu Caves,Service Residence,3,1051,0,Selangor,1,0,0,1,2
1500,Cheras,Condominium,3,1184,2,Selangor,1,1,1,1,3
2800,Ara Damansara,Service Residence,3,1020,2,Selangor,1,1,1,1,6
1200,Alam Impian,Apartment,3,774,2,Selangor,0,1,1,0,5
1000,Cheras,Apartment,3,800,1,Selangor,0,1,0,0,3
900,Putra Heights,Apartment,3,660,0,Selangor,0,0,0,0,2
1600,Kajang,Service Residence,2,913,2,Selangor,0,1,1,1,2
1300,Kajang,Service Residence,1,518,2,Selangor,1,1,1,1,2
900,Kajang,Flat,3,900,1,Selangor,0,0,1,0,2
1700,USJ,Service Residence,3,925,2,Selangor,0,1,1,0,3
500,Puncak Alam,Flat,3,650,1,Selangor,0,0,0,0,1
1300,Petaling Jaya,Apartment,3,850,1,Selangor,0,1,0,0,3
1100,Petaling Jaya,Studio,1,450,2,Selangor,0,0,0,0,3
850,Balakong,Apartment,3,752,1,Selangor,0,1,0,0,2
1200,Kajang,Condominium,4,1366,2,Selangor,1,1,1,1,2
1050,Batu Caves,Service Residence,3,1012,0,Selangor,1,1,1,1,2
1600,Cheras,Service Residence,2,704,1,Selangor,0,0,0,0,3
850,Gombak,Apartment,3,850,0,Selangor,0,0,0,0,4
2500,Shah Alam,Service Residence,2,560,2,Selangor,1,1,1,1,3
1100,Puncak Alam,Service Residence,4,842,1,Selangor,1,0,0,1,1
1100,Setia Alam,Apartment,3,813,0,Selangor,0,0,0,0,4
1300,Cheras,Apartment,3,850,1,Selangor,0,1,0,1,3
2000,Klang,Service Residence,3,1067,0,Selangor,1,0,0,1,3
1900,Cyberjaya,Condominium,3,1010,1,Selangor,0,0,0,0,3
1500,Sepang,Condominium,1,450,2,Selangor,1,1,1,1,2
850,Bandar Saujana Putra,Condominium,1,610,0,Selangor,1,0,0,1,3
2800,Petaling Jaya,Service Residence,3,1050,2,Selangor,1,1,0,1,3
800,Rawang,Apartment,3,850,1,Selangor,0,1,0,0,1
950,Kajang,Condominium,3,1020,1,Selangor,1,1,0,1,2
1400,Cheras,Apartment,3,850,2,Selangor,0,0,1,0,3
2600,Alam Impian,Condominium,2,650,2,Selangor,1,0,0,1,5
1800,Shah Alam,Condominium,4,1250,1,Selangor,1,0,0,1,3
1600,Seri Kembangan,Condominium,3,872,2,Selangor,1,1,1,1,2
770,Kajang,Apartment,3,850,0,Selangor,0,0,0,0,2
1300,Semenyih,Apartment,3,900,2,Selangor,0,1,0,1,1
1500,Bukit Jelutong,Service Residence,1,600,2,Selangor,1,1,1,1,5
850,Klang,Apartment,3,800,0,Selangor,0,0,0,1,3
1150,Kajang,Condominium,3,1089,1,Selangor,0,0,0,1,2
1600,Balakong,Service Residence,3,1114,2,Selangor,1,1,1,1,2
1000,Petaling Jaya,Apartment,3,689,0,Selangor,0,0,0,0,3
1300,Sepang,Service Residence,2,646,1,Selangor,1,1,0,1,2
800,Klang,Apartment,3,870,0,Selangor,0,0,0,0,3
850,Seri Kembangan,Apartment,3,850,2,Selangor,1,0,1,1,2
950,Seri Kembangan,Apartment,3,850,1,Selangor,1,1,1,1,2
1200,Cyberjaya,Condominium,1,450,2,Selangor,1,1,1,1,3
900,Rawang,Apartment,3,800,0,Selangor,1,0,0,0,1
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
1600,Klang,Condominium,3,884,2,Selangor,0,0,0,0,3
700,Puchong,Apartment,3,680,0,Selangor,0,0,0,0,2
1400,USJ,Service Residence,2,615,2,Selangor,1,1,1,1,3
1100,Cyberjaya,Service Residence,1,480,2,Selangor,1,1,1,1,3
1450,Seri Kembangan,Condominium,3,1101,2,Selangor,1,1,0,1,2
1100,Cheras,Condominium,3,1123,1,Selangor,1,0,1,1,3
1099,Cheras,Service Residence,1,550,0,Selangor,1,0,0,1,3
1000,Kajang,Condominium,2,590,1,Selangor,1,1,0,1,2
1200,Setia Alam,Apartment,3,900,1,Selangor,1,0,0,1,4
1200,Petaling Jaya,Apartment,3,900,1,Selangor,0,0,0,1,3
1250,Puchong,Condominium,2,835,1,Selangor,1,1,1,1,2
1500,Cheras,Condominium,2,715,1,Selangor,1,1,0,1,3
1650,Cyberjaya,Condominium,3,1030,2,Selangor,1,1,1,1,3
700,Banting,Condominium,1,450,0,Selangor,1,0,0,1,1
700,Salak Tinggi,Condominium,1,450,0,Selangor,1,0,0,1,1
2000,Alam Impian,Service Residence,2,800,2,Selangor,1,0,0,0,5
1200,Subang Jaya,Service Residence,1,609,1,Selangor,1,1,1,1,3
1200,Kajang,Condominium,3,1052,1,Selangor,1,0,0,1,2
900,Sepang,Apartment,3,1000,1,Selangor,0,1,0,0,2
1200,Cyberjaya,Condominium,1,560,2,Selangor,1,1,0,1,3
1100,Shah Alam,Apartment,2,431,2,Selangor,1,1,0,1,3
1200,Port Klang,Service Residence,3,893,1,Selangor,0,0,0,0,4
1500,Setia Alam,Apartment,3,950,1,Selangor,1,0,0,1,4
700,Puchong,Apartment,3,700,0,Selangor,0,0,0,0,2
1600,Bandar Mahkota Cheras,Condominium,4,1396,1,Selangor,1,0,0,1,4
2000,Bandar Mahkota Cheras,Condominium,4,1098,2,Selangor,1,1,1,1,4
1000,Seri Kembangan,Service Residence,1,450,2,Selangor,1,1,1,1,2
1800,Cheras,Service Residence,3,895,1,Selangor,1,1,0,1,3
950,Seri Kembangan,Apartment,3,815,1,Selangor,1,0,0,1,2
1600,Kajang,Apartment,3,854,2,Selangor,0,1,0,1,2
1200,Rawang,Apartment,3,950,0,Selangor,0,0,0,1,1
900,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,1,0,2
1500,Shah Alam,Condominium,2,900,1,Selangor,0,1,1,1,3
1050,Kajang,Apartment,3,1206,2,Selangor,0,1,1,0,2
1400,Klang,Apartment,3,900,1,Selangor,0,0,0,0,3
1300,Puchong,Service Residence,2,818,1,Selangor,1,0,0,1,2
1000,Shah Alam,Apartment,3,970,1,Selangor,0,1,0,0,3
2300,Ara Damansara,Condominium,2,1129,1,Selangor,1,1,0,1,6
1300,Bandar Bukit Raja,Apartment,3,1000,0,Selangor,0,0,0,1,3
1100,Seri Kembangan,Service Residence,3,800,2,Selangor,1,0,0,1,2
1200,Seri Kembangan,Apartment,3,1109,0,Selangor,1,1,0,1,2
1700,Cyberjaya,Studio,1,700,2,Selangor,1,1,1,1,3
1600,Puchong,Condominium,3,1060,2,Selangor,1,0,0,1,2
1600,Puchong,Condominium,3,1221,1,Selangor,1,1,1,1,2
950,Ampang,Service Residence,3,728,0,Selangor,1,0,0,0,3
1500,Kajang,Apartment,3,1040,2,Selangor,1,1,0,1,2
1200,Klang,Service Residence,3,893,1,Selangor,1,0,0,1,3
1600,Cheras,Service Residence,3,1300,1,Selangor,1,0,0,1,3
1800,Selayang,Service Residence,2,1021,2,Selangor,0,1,1,0,3
1300,Cyberjaya,Apartment,3,1000,1,Selangor,0,0,0,1,3
500,Puchong,Flat,3,650,0,Selangor,0,0,0,0,2
1499,Shah Alam,Service Residence,1,646,1,Selangor,1,1,0,1,3
1699,Subang Jaya,Condominium,1,685,2,Selangor,1,1,1,1,3
1400,Batu Caves,Condominium,3,1200,1,Selangor,0,0,0,1,2
1000,Cyberjaya,Condominium,3,1100,1,Selangor,1,0,0,1,3
1600,Cyberjaya,Condominium,3,1040,2,Selangor,1,1,0,1,3
1000,Subang Jaya,Apartment,3,786,0,Selangor,0,0,0,0,3
1100,Damansara Perdana,Condominium,3,850,2,Selangor,0,0,0,0,3
1250,Petaling Jaya,Apartment,3,850,1,Selangor,1,1,0,1,3
1800,Bandar Sri Damansara,Condominium,2,791,2,Selangor,1,0,0,1,1
1900,Cyberjaya,Condominium,3,1010,1,Selangor,1,0,1,1,3
950,Cheras,Condominium,3,936,0,Selangor,1,0,0,1,3
900,Shah Alam,Apartment,1,430,0,Selangor,1,1,0,1,3
1300,Ampang,Apartment,3,900,2,Selangor,0,0,0,0,3
2500,Subang Jaya,Condominium,3,1365,2,Selangor,1,0,0,1,3
1900,Shah Alam,Condominium,3,1119,1,Selangor,1,0,0,1,3
2000,Damansara Perdana,Condominium,3,1095,2,Selangor,1,0,0,1,3
1350,I-City,Service Residence,2,586,2,Selangor,0,1,0,1,4
1450,Petaling Jaya,Condominium,3,1000,1,Selangor,1,1,1,1,3
1500,Cheras,Condominium,3,996,1,Selangor,1,0,0,1,3
950,Kajang,Service Residence,1,450,1,Selangor,0,1,1,0,2
699,Puncak Alam,Apartment,3,760,0,Selangor,0,0,0,0,1
1600,Cyberjaya,Service Residence,2,921,2,Selangor,1,1,0,1,3
1500,Cyberjaya,Service Residence,2,921,2,Selangor,1,1,0,1,3
1000,Shah Alam,Apartment,3,800,0,Selangor,0,0,0,0,3
1000,Puchong,Apartment,2,786,1,Selangor,0,0,0,0,2
1250,Petaling Jaya,Apartment,4,771,0,Selangor,0,0,0,0,3
1000,Shah Alam,Apartment,3,850,0,Selangor,0,0,0,0,3
750,Cheras,Apartment,3,800,0,Selangor,0,0,0,0,3
1700,Bangi,Service Residence,3,1065,2,Selangor,1,0,0,1,2
1200,Shah Alam,Service Residence,1,570,0,Selangor,1,1,0,1,3
900,Cheras,Condominium,3,900,1,Selangor,0,1,0,1,3
2400,Shah Alam,Service Residence,2,608,2,Selangor,1,1,1,1,3
850,Bangi,Flat,2,680,0,Selangor,0,0,0,0,2
1500,Bandar Sunway,Condominium,3,1192,2,Selangor,0,1,1,1,4
1100,Balakong,Service Residence,1,484,2,Selangor,0,0,0,0,2
1300,Ampang,Condominium,1,450,1,Selangor,1,1,0,1,3
800,Kajang,Flat,3,990,0,Selangor,0,0,0,0,2
2000,Shah Alam,Condominium,2,1243,2,Selangor,1,1,0,1,3
900,Bandar Kinrara,Apartment,3,783,1,Selangor,0,1,0,0,3
1300,Cyberjaya,Apartment,3,1000,1,Selangor,0,0,0,1,3
1500,Kajang,Condominium,4,1366,2,Selangor,1,0,0,1,2
1200,Setia Alam,Apartment,3,900,1,Selangor,1,0,0,1,4
900,Sepang,Apartment,3,900,0,Selangor,0,0,0,0,2
1200,Shah Alam,Condominium,1,500,2,Selangor,1,1,1,1,3
1100,Puchong,Apartment,3,650,1,Selangor,0,1,1,0,2
2200,Klang,Service Residence,2,486,2,Selangor,0,0,0,0,3
2300,Cheras,Service Residence,3,1278,2,Selangor,1,1,1,1,3
2600,Cheras,Condominium,3,1269,2,Selangor,1,1,1,1,3
1400,Cheras,Condominium,3,1200,1,Selangor,0,1,0,1,3
750,Puchong,Apartment,3,650,1,Selangor,0,0,1,0,2
1200,Cyberjaya,Apartment,3,1000,0,Selangor,0,0,0,1,3
1900,Ampang,Condominium,4,1400,2,Selangor,1,1,1,1,3
2300,Setia Alam,Service Residence,3,985,1,Selangor,1,1,0,1,4
1200,Bandar Sunway,Condominium,3,1192,0,Selangor,0,0,0,1,4
1200,Port Klang,Service Residence,3,893,1,Selangor,0,0,0,0,4
600,Puchong,Flat,3,650,0,Selangor,0,0,0,0,2
650,Seri Kembangan,Apartment,3,700,1,Selangor,0,0,0,0,2
700,Sepang,Condominium,1,450,0,Selangor,1,0,0,1,2
1200,Klang,Apartment,3,850,1,Selangor,0,0,0,0,3
1499,Petaling Jaya,Condominium,3,845,0,Selangor,1,1,0,1,3
1000,Damansara Perdana,Condominium,1,446,2,Selangor,0,0,0,0,3
1599,Petaling Jaya,Service Residence,3,800,1,Selangor,0,1,0,0,3
1300,Kajang,Condominium,3,1270,1,Selangor,1,1,1,1,2
1800,Kajang,Service Residence,4,1260,1,Selangor,0,1,1,1,2
1000,Puchong,Apartment,3,800,1,Selangor,0,0,0,0,2
1200,Petaling Jaya,Apartment,3,861,1,Selangor,0,0,0,1,3
850,Seri Kembangan,Apartment,3,850,0,Selangor,0,0,0,1,2
1100,Puchong,Service Residence,3,989,0,Selangor,0,0,0,0,2
1500,Petaling Jaya,Service Residence,1,452,2,Selangor,0,1,1,0,3
1299,Petaling Jaya,Service Residence,1,421,2,Selangor,0,1,1,0,3
1400,Puchong,Apartment,3,818,1,Selangor,0,0,0,0,2
950,Klang,Apartment,3,860,0,Selangor,0,0,0,1,3
1350,Kota Damansara,Apartment,3,850,2,Selangor,0,1,1,0,5
1200,Port Klang,Service Residence,3,893,1,Selangor,1,1,0,1,4
700,Puchong,Apartment,3,650,0,Selangor,0,0,0,0,2
850,Kajang,Condominium,3,820,0,Selangor,1,1,0,1,2
1650,Kajang,Condominium,3,860,1,Selangor,1,1,0,1,2
1300,Cheras,Condominium,3,1000,1,Selangor,0,0,0,1,3
1800,Sungai Buloh,Service Residence,2,809,2,Selangor,1,1,1,1,3
650,Batu Caves,Flat,3,650,0,Selangor,0,0,0,0,2
1400,Klang,Service Residence,2,791,1,Selangor,1,0,0,1,3
1150,Gombak,Service Residence,1,511,1,Selangor,1,1,0,1,4
1300,Seri Kembangan,Service Residence,1,454,2,Selangor,1,0,0,1,2
900,Seri Kembangan,Apartment,3,850,1,Selangor,0,0,0,0,2
1000,Cyberjaya,Service Residence,3,535,2,Selangor,0,1,0,1,3
2200,Damansara Perdana,Condominium,3,1250,2,Selangor,1,1,1,1,3
700,Shah Alam,Apartment,3,650,0,Selangor,0,0,0,0,3
800,Cheras,Apartment,3,753,2,Selangor,0,1,1,0,3
1450,Puchong,Service Residence,2,750,1,Selangor,1,1,0,1,2
1100,Petaling Jaya,Condominium,1,448,2,Selangor,0,1,1,0,3
1400,Shah Alam,Condominium,1,527,1,Selangor,1,1,1,1,3
1300,Ampang,Apartment,3,850,1,Selangor,0,1,0,0,3
1000,Kajang,Service Residence,3,855,1,Selangor,1,0,0,1,2
900,Kajang,Condominium,3,860,0,Selangor,1,0,0,1,2
900,Selayang,Condominium,2,1001,0,Selangor,1,0,0,1,3
1350,Selayang,Condominium,3,1200,1,Selangor,1,0,1,1,3
1350,Cyberjaya,Service Residence,2,570,2,Selangor,1,0,0,1,3
1550,Ampang,Condominium,3,1200,0,Selangor,0,0,0,1,3
870,Semenyih,Apartment,3,800,1,Selangor,1,0,0,1,1
1200,Kajang,Apartment,3,990,2,Selangor,0,1,1,0,2
1800,Shah Alam,Service Residence,4,1035,1,Selangor,0,0,0,0,3
800,Damansara Damai,Apartment,3,800,1,Selangor,0,1,0,1,2
700,Damansara Damai,Apartment,3,700,1,Selangor,0,0,0,1,2
1800,Petaling Jaya,Condominium,2,1184,1,Selangor,1,1,0,1,3
600,Seri Kembangan,Flat,2,650,0,Selangor,0,0,0,0,2
500,Bandar Sri Damansara,Apartment,3,650,0,Selangor,1,0,0,1,1
1200,Port Klang,Service Residence,3,893,1,Selangor,1,1,0,1,4
1200,Semenyih,Service Residence,3,1000,0,Selangor,1,0,0,1,1
850,Semenyih,Apartment,3,900,1,Selangor,0,1,0,1,1
900,Puchong,Apartment,3,830,0,Selangor,0,0,0,1,2
1500,Bandar Sunway,Condominium,3,1192,1,Selangor,0,1,1,1,4
1100,Kajang,Condominium,3,1023,1,Selangor,1,1,1,1,2
700,Kajang,Condominium,3,1023,1,Selangor,1,1,1,1,2
900,Kajang,Condominium,3,1288,1,Selangor,1,1,1,1,2
1500,Sepang,Condominium,3,818,2,Selangor,1,1,1,1,2
1100,Setia Alam,Apartment,3,950,1,Selangor,1,0,0,1,4
1400,Sepang,Condominium,3,818,2,Selangor,1,1,1,1,2
1500,Sepang,Condominium,3,818,2,Selangor,1,1,1,1,2
550,Damansara Damai,Apartment,3,650,0,Selangor,0,0,0,0,2
1200,Shah Alam,Apartment,3,936,0,Selangor,1,0,0,1,3
750,Ampang,Flat,3,600,0,Selangor,0,0,0,0,3
1900,Puchong,Service Residence,3,1249,1,Selangor,1,1,0,1,2
1050,Kajang,Condominium,3,1255,1,Selangor,1,1,0,1,2
650,Selayang,Flat,3,650,0,Selangor,0,0,0,0,3
1000,Shah Alam,Apartment,2,688,0,Selangor,0,0,0,0,3
1200,Seri Kembangan,Apartment,3,815,1,Selangor,1,1,0,1,2
1400,Kota Damansara,Condominium,3,900,1,Selangor,0,0,0,0,5
1250,Glenmarie,Apartment,1,499,2,Selangor,1,1,1,1,5
1300,Ampang,Apartment,3,1000,2,Selangor,0,1,1,0,3
800,Damansara Perdana,Condominium,3,850,0,Selangor,0,0,0,0,3
1000,Dengkil,Service Residence,3,901,0,Selangor,1,0,0,1,2
950,Cyberjaya,Condominium,2,450,2,Selangor,0,1,1,1,3
950,Damansara Perdana,Condominium,3,850,1,Selangor,0,0,0,0,3
1750,Shah Alam,Service Residence,1,775,2,Selangor,1,1,0,1,3
1800,Ara Damansara,Service Residence,3,933,1,Selangor,0,1,1,1,6
1400,Shah Alam,Apartment,3,950,1,Selangor,0,1,0,0,3
2500,Ara Damansara,Service Residence,2,882,2,Selangor,1,1,1,1,6
750,Ampang,Flat,3,600,0,Selangor,0,0,0,0,3
2000,Puncak Alam,Apartment,3,889,2,Selangor,1,0,0,1,1
1800,Dengkil,Service Residence,2,478,2,Selangor,1,0,0,1,2
1300,Kajang,Apartment,3,1000,0,Selangor,0,0,0,0,2
1400,Kajang,Condominium,4,1200,1,Selangor,0,0,0,0,2
900,Semenyih,Apartment,2,1063,1,Selangor,0,0,0,0,1
1200,Petaling Jaya,Apartment,2,515,0,Selangor,0,0,0,0,3
2000,Seri Kembangan,Service Residence,3,1128,2,Selangor,1,1,0,1,2
1900,Kota Kemuning,Service Residence,3,861,1,Selangor,0,1,1,1,6
2200,Damansara Perdana,Condominium,4,980,2,Selangor,1,1,1,0,3
1200,Balakong,Apartment,2,857,1,Selangor,0,1,0,0,2
1400,Subang Jaya,Condominium,4,1062,1,Selangor,0,1,1,1,3
1400,Shah Alam,Condominium,3,850,0,Selangor,0,0,0,0,3
1700,Shah Alam,Condominium,3,900,2,Selangor,0,1,1,1,3
900,Cyberjaya,Condominium,1,550,1,Selangor,1,1,1,1,3
2800,Setia Alam,Service Residence,3,1045,2,Selangor,1,0,0,1,4
1300,Bandar Bukit Raja,Apartment,3,1000,1,Selangor,0,0,0,0,3
850,Semenyih,Others,1,477,2,Selangor,1,1,0,1,1
1500,Cyberjaya,Service Residence,2,650,2,Selangor,1,1,1,1,3
2500,Cheras,Service Residence,4,1367,1,Selangor,1,1,1,1,3
1800,Ampang,Condominium,3,1300,1,Selangor,0,1,0,1,3
1200,Seri Kembangan,Apartment,3,960,0,Selangor,1,0,0,1,2
1700,Bukit Jelutong,Service Residence,2,800,1,Selangor,1,1,1,1,5
2300,Cheras,Service Residence,3,1367,2,Selangor,1,1,1,1,3
1000,Puncak Alam,Service Residence,3,842,0,Selangor,1,0,0,1,1
1000,Cyberjaya,Service Residence,1,544,2,Selangor,0,1,0,1,3
2600,Setia Alam,Service Residence,2,858,2,Selangor,1,0,0,1,4
1400,Ampang,Apartment,3,887,1,Selangor,0,1,0,0,3
1800,Sepang,Condominium,4,1135,1,Selangor,1,0,0,1,2
750,Damansara Damai,Apartment,3,650,0,Selangor,0,0,0,0,2
